phecode,ICD,flag,phecode_string,phecode_category,sex,icd10_only,code_val
BI_180,C88.2,10,Other disorders involving the immune mechanism,Blood/Immune,Both,0,180
BI_180.3,C88.2,10,Paraproteinemias,Blood/Immune,Both,0,180.3
BI_180.34,C88.2,10,Heavy chain disease*,Blood/Immune,Both,1,180.34
CA_120,C88.3,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_125,C88.3,10,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",Neoplasms,Both,0,125
CA_120,C88.4,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.2,C88.4,10,Lymphoid,Neoplasms,Both,0,120.2
CA_120.21,C88.4,10,Mature B-cell,Neoplasms,Both,0,120.21
CA_122,C88.4,10,Lymphoma,Neoplasms,Both,0,122
CA_120,C88.7,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_125,C88.7,10,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",Neoplasms,Both,0,125
CA_120,C88.9,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_125,C88.9,10,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",Neoplasms,Both,0,125
CA_120,C90,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C90,10,Myeloid,Neoplasms,Both,0,120.1
CA_123,C90,10,Multiple myeloma and malignant plasma cell neoplasms,Neoplasms,Both,0,123
CA_120,C90.0,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C90.0,10,Myeloid,Neoplasms,Both,0,120.1
CA_123,C90.0,10,Multiple myeloma and malignant plasma cell neoplasms,Neoplasms,Both,0,123
CA_123.1,C90.0,10,Multiple myeloma,Neoplasms,Both,0,123.1
CA_120,C90.1,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C90.1,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.11,C90.1,10,Plasma cell,Neoplasms,Both,0,120.11
CA_123,C90.1,10,Multiple myeloma and malignant plasma cell neoplasms,Neoplasms,Both,0,123
CA_120,C90.2,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C90.2,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.11,C90.2,10,Plasma cell,Neoplasms,Both,0,120.11
CA_123,C90.2,10,Multiple myeloma and malignant plasma cell neoplasms,Neoplasms,Both,0,123
CA_120,C90.3,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C90.3,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.11,C90.3,10,Plasma cell,Neoplasms,Both,0,120.11
CA_123,C90.3,10,Multiple myeloma and malignant plasma cell neoplasms,Neoplasms,Both,0,123
CA_120,C91,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.2,C91,10,Lymphoid,Neoplasms,Both,0,120.2
CA_121,C91,10,Leukemia,Neoplasms,Both,0,121
CA_120,C91.0,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.2,C91.0,10,Lymphoid,Neoplasms,Both,0,120.2
CA_121,C91.0,10,Leukemia,Neoplasms,Both,0,121
CA_121.1,C91.0,10,Acute leukemia,Neoplasms,Both,0,121.1
CA_121.11,C91.0,10,Acute lymphoid leukemia,Neoplasms,Both,0,121.11
CA_120,C91.1,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.2,C91.1,10,Lymphoid,Neoplasms,Both,0,120.2
CA_120.21,C91.1,10,Mature B-cell,Neoplasms,Both,0,120.21
CA_121,C91.1,10,Leukemia,Neoplasms,Both,0,121
CA_121.2,C91.1,10,Chronic leukemia,Neoplasms,Both,0,121.2
CA_121.21,C91.1,10,Chronic lymphoid leukemia,Neoplasms,Both,0,121.21
CA_120,C91.3,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.2,C91.3,10,Lymphoid,Neoplasms,Both,0,120.2
CA_120.21,C91.3,10,Mature B-cell,Neoplasms,Both,0,120.21
CA_121,C91.3,10,Leukemia,Neoplasms,Both,0,121
CA_121.2,C91.3,10,Chronic leukemia,Neoplasms,Both,0,121.2
CA_120,C91.4,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.2,C91.4,10,Lymphoid,Neoplasms,Both,0,120.2
CA_120.21,C91.4,10,Mature B-cell,Neoplasms,Both,0,120.21
CA_121,C91.4,10,Leukemia,Neoplasms,Both,0,121
CA_121.2,C91.4,10,Chronic leukemia,Neoplasms,Both,0,121.2
ID_057,C91.5,10,Retrovirus,Infections,Both,0,057
ID_057.2,C91.5,10,Human T-cell lymphotropic virus type 1*,Infections,Both,1,057.2
CA_120,C91.5,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.2,C91.5,10,Lymphoid,Neoplasms,Both,0,120.2
CA_120.22,C91.5,10,Mature T-Cell,Neoplasms,Both,0,120.22
CA_121,C91.5,10,Leukemia,Neoplasms,Both,0,121
CA_120,C91.6,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.2,C91.6,10,Lymphoid,Neoplasms,Both,0,120.2
CA_120.22,C91.6,10,Mature T-Cell,Neoplasms,Both,0,120.22
CA_121,C91.6,10,Leukemia,Neoplasms,Both,0,121
CA_121.2,C91.6,10,Chronic leukemia,Neoplasms,Both,0,121.2
CA_121.21,C91.6,10,Chronic lymphoid leukemia,Neoplasms,Both,0,121.21
CA_120,C91.7,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.2,C91.7,10,Lymphoid,Neoplasms,Both,0,120.2
CA_121,C91.7,10,Leukemia,Neoplasms,Both,0,121
CA_120,C91.8,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.2,C91.8,10,Lymphoid,Neoplasms,Both,0,120.2
CA_121,C91.8,10,Leukemia,Neoplasms,Both,0,121
CA_120,C91.9,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.2,C91.9,10,Lymphoid,Neoplasms,Both,0,120.2
CA_121,C91.9,10,Leukemia,Neoplasms,Both,0,121
CA_120,C92,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C92,10,Myeloid,Neoplasms,Both,0,120.1
CA_121,C92,10,Leukemia,Neoplasms,Both,0,121
CA_120,C92.0,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C92.0,10,Myeloid,Neoplasms,Both,0,120.1
CA_121,C92.0,10,Leukemia,Neoplasms,Both,0,121
CA_121.1,C92.0,10,Acute leukemia,Neoplasms,Both,0,121.1
CA_121.12,C92.0,10,Acute myeloid leukemia,Neoplasms,Both,0,121.12
CA_120,C92.1,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C92.1,10,Myeloid,Neoplasms,Both,0,120.1
CA_121,C92.1,10,Leukemia,Neoplasms,Both,0,121
CA_121.2,C92.1,10,Chronic leukemia,Neoplasms,Both,0,121.2
CA_121.22,C92.1,10,Chronic myloid leukemia,Neoplasms,Both,0,121.22
CA_124,C92.1,10,Myeloproliferative disorder,Neoplasms,Both,0,124
CA_120,C92.2,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C92.2,10,Myeloid,Neoplasms,Both,0,120.1
CA_121,C92.2,10,Leukemia,Neoplasms,Both,0,121
CA_121.2,C92.2,10,Chronic leukemia,Neoplasms,Both,0,121.2
CA_121.22,C92.2,10,Chronic myloid leukemia,Neoplasms,Both,0,121.22
CA_124,C92.2,10,Myeloproliferative disorder,Neoplasms,Both,0,124
CA_120,C92.3,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C92.3,10,Myeloid,Neoplasms,Both,0,120.1
CA_121,C92.3,10,Leukemia,Neoplasms,Both,0,121
CA_121.1,C92.3,10,Acute leukemia,Neoplasms,Both,0,121.1
CA_120,C92.4,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C92.4,10,Myeloid,Neoplasms,Both,0,120.1
CA_121,C92.4,10,Leukemia,Neoplasms,Both,0,121
CA_121.1,C92.4,10,Acute leukemia,Neoplasms,Both,0,121.1
CA_121.12,C92.4,10,Acute myeloid leukemia,Neoplasms,Both,0,121.12
CA_120,C92.5,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C92.5,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.12,C92.5,10,Monocyte,Neoplasms,Both,0,120.12
CA_121,C92.5,10,Leukemia,Neoplasms,Both,0,121
CA_121.1,C92.5,10,Acute leukemia,Neoplasms,Both,0,121.1
CA_121.12,C92.5,10,Acute myeloid leukemia,Neoplasms,Both,0,121.12
CA_120,C92.6,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C92.6,10,Myeloid,Neoplasms,Both,0,120.1
CA_121,C92.6,10,Leukemia,Neoplasms,Both,0,121
CA_121.1,C92.6,10,Acute leukemia,Neoplasms,Both,0,121.1
CA_121.12,C92.6,10,Acute myeloid leukemia,Neoplasms,Both,0,121.12
CA_120,C92.7,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C92.7,10,Myeloid,Neoplasms,Both,0,120.1
CA_121,C92.7,10,Leukemia,Neoplasms,Both,0,121
CA_120,C92.8,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C92.8,10,Myeloid,Neoplasms,Both,0,120.1
CA_121,C92.8,10,Leukemia,Neoplasms,Both,0,121
CA_121.1,C92.8,10,Acute leukemia,Neoplasms,Both,0,121.1
CA_121.12,C92.8,10,Acute myeloid leukemia,Neoplasms,Both,0,121.12
CA_120,C92.9,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C92.9,10,Myeloid,Neoplasms,Both,0,120.1
CA_121,C92.9,10,Leukemia,Neoplasms,Both,0,121
CA_120,C93,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C93,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.12,C93,10,Monocyte,Neoplasms,Both,0,120.12
CA_121,C93,10,Leukemia,Neoplasms,Both,0,121
CA_120,C93.0,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C93.0,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.12,C93.0,10,Monocyte,Neoplasms,Both,0,120.12
CA_121,C93.0,10,Leukemia,Neoplasms,Both,0,121
CA_121.1,C93.0,10,Acute leukemia,Neoplasms,Both,0,121.1
CA_120,C93.1,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C93.1,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.12,C93.1,10,Monocyte,Neoplasms,Both,0,120.12
CA_121,C93.1,10,Leukemia,Neoplasms,Both,0,121
CA_121.2,C93.1,10,Chronic leukemia,Neoplasms,Both,0,121.2
CA_121.23,C93.1,10,Chronic myelomonocytic (monocytic) leukemia,Neoplasms,Both,0,121.23
CA_120,C93.3,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C93.3,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.12,C93.3,10,Monocyte,Neoplasms,Both,0,120.12
CA_121,C93.3,10,Leukemia,Neoplasms,Both,0,121
CA_121.2,C93.3,10,Chronic leukemia,Neoplasms,Both,0,121.2
CA_121.23,C93.3,10,Chronic myelomonocytic (monocytic) leukemia,Neoplasms,Both,0,121.23
CA_120,C93.7,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C93.7,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.12,C93.7,10,Monocyte,Neoplasms,Both,0,120.12
CA_121,C93.7,10,Leukemia,Neoplasms,Both,0,121
CA_120,C93.9,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C93.9,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.12,C93.9,10,Monocyte,Neoplasms,Both,0,120.12
CA_121,C93.9,10,Leukemia,Neoplasms,Both,0,121
CA_120,C94,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_121,C94,10,Leukemia,Neoplasms,Both,0,121
CA_120,C94.0,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C94.0,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.13,C94.0,10,Erythroid,Neoplasms,Both,0,120.13
CA_121,C94.0,10,Leukemia,Neoplasms,Both,0,121
CA_121.1,C94.0,10,Acute leukemia,Neoplasms,Both,0,121.1
CA_120,C94.2,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C94.2,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.14,C94.2,10,Megakaryoblast,Neoplasms,Both,0,120.14
CA_121,C94.2,10,Leukemia,Neoplasms,Both,0,121
CA_121.1,C94.2,10,Acute leukemia,Neoplasms,Both,0,121.1
CA_120,C94.3,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C94.3,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.15,C94.3,10,Mast cell,Neoplasms,Both,0,120.15
CA_121,C94.3,10,Leukemia,Neoplasms,Both,0,121
CA_121.1,C94.3,10,Acute leukemia,Neoplasms,Both,0,121.1
CA_120,C94.4,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C94.4,10,Myeloid,Neoplasms,Both,0,120.1
CA_121,C94.4,10,Leukemia,Neoplasms,Both,0,121
CA_121.1,C94.4,10,Acute leukemia,Neoplasms,Both,0,121.1
CA_120,C94.6,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C94.6,10,Myeloid,Neoplasms,Both,0,120.1
CA_124,C94.6,10,Myeloproliferative disorder,Neoplasms,Both,0,124
CA_120,C94.7,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_121,C94.7,10,Leukemia,Neoplasms,Both,0,121
CA_120,C95,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_121,C95,10,Leukemia,Neoplasms,Both,0,121
CA_120,C95.0,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_121,C95.0,10,Leukemia,Neoplasms,Both,0,121
CA_121.1,C95.0,10,Acute leukemia,Neoplasms,Both,0,121.1
CA_120,C95.1,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_121,C95.1,10,Leukemia,Neoplasms,Both,0,121
CA_121.2,C95.1,10,Chronic leukemia,Neoplasms,Both,0,121.2
CA_120,C95.7,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_121,C95.7,10,Leukemia,Neoplasms,Both,0,121
CA_120,C95.9,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_121,C95.9,10,Leukemia,Neoplasms,Both,0,121
CA_120,C96,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_125,C96,10,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",Neoplasms,Both,0,125
CA_120,C96.0,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.3,C96.0,10,Histocytoces,Neoplasms,Both,0,120.3
CA_125,C96.0,10,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",Neoplasms,Both,0,125
CA_120,C96.2,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.1,C96.2,10,Myeloid,Neoplasms,Both,0,120.1
CA_120.15,C96.2,10,Mast cell,Neoplasms,Both,0,120.15
CA_125,C96.2,10,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",Neoplasms,Both,0,125
CA_120,C96.4,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_125,C96.4,10,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",Neoplasms,Both,0,125
CA_120,C96.5,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.3,C96.5,10,Histocytoces,Neoplasms,Both,0,120.3
CA_125,C96.5,10,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",Neoplasms,Both,0,125
CA_120,C96.6,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.3,C96.6,10,Histocytoces,Neoplasms,Both,0,120.3
CA_125,C96.6,10,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",Neoplasms,Both,0,125
CA_120,C96.7,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_125,C96.7,10,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",Neoplasms,Both,0,125
CA_120,C96.8,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_120.3,C96.8,10,Histocytoces,Neoplasms,Both,0,120.3
CA_125,C96.8,10,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",Neoplasms,Both,0,125
CA_120,C96.9,10,Hemo onc - by cell of origin,Neoplasms,Both,0,120
CA_125,C96.9,10,"Other malignant neoplasms of lymphoid, hematopoietic and related tissue",Neoplasms,Both,0,125
CA_130,C97,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_112,D00,10,Malignant neoplasm of other and ill-defined sites,Neoplasms,Both,0,112
CA_130,D00,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_100,D00.0,10,Malignant neoplasm of the head and neck,Neoplasms,Both,0,100
CA_130,D00.0,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_101,D00.1,10,Malignant neoplasm of the digestive organs,Neoplasms,Both,0,101
CA_101.1,D00.1,10,Malignant neoplasm of the esophagus,Neoplasms,Both,0,101.1
CA_130,D00.1,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_101,D00.2,10,Malignant neoplasm of the digestive organs,Neoplasms,Both,0,101
CA_101.2,D00.2,10,Malignant neoplasm of stomach,Neoplasms,Both,0,101.2
CA_130,D00.2,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_101,D01,10,Malignant neoplasm of the digestive organs,Neoplasms,Both,0,101
CA_130,D01,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_101,D01.0,10,Malignant neoplasm of the digestive organs,Neoplasms,Both,0,101
CA_101.4,D01.0,10,Malignant neoplasm of the lower GI tract,Neoplasms,Both,0,101.4
CA_101.41,D01.0,10,Colorectal cancer,Neoplasms,Both,0,101.41
CA_101.411,D01.0,10,Malignant neoplasm of colon,Neoplasms,Both,0,101.411
CA_130,D01.0,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_101,D01.1,10,Malignant neoplasm of the digestive organs,Neoplasms,Both,0,101
CA_101.4,D01.1,10,Malignant neoplasm of the lower GI tract,Neoplasms,Both,0,101.4
CA_101.41,D01.1,10,Colorectal cancer,Neoplasms,Both,0,101.41
CA_130,D01.1,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_101,D01.2,10,Malignant neoplasm of the digestive organs,Neoplasms,Both,0,101
CA_101.4,D01.2,10,Malignant neoplasm of the lower GI tract,Neoplasms,Both,0,101.4
CA_101.41,D01.2,10,Colorectal cancer,Neoplasms,Both,0,101.41
CA_130,D01.2,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_101,D01.3,10,Malignant neoplasm of the digestive organs,Neoplasms,Both,0,101
CA_101.4,D01.3,10,Malignant neoplasm of the lower GI tract,Neoplasms,Both,0,101.4
CA_101.42,D01.3,10,Malignant neoplasm of anus,Neoplasms,Both,0,101.42
CA_130,D01.3,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_101,D01.4,10,Malignant neoplasm of the digestive organs,Neoplasms,Both,0,101
CA_101.3,D01.4,10,Malignant neoplasm of the small intestine,Neoplasms,Both,0,101.3
CA_130,D01.4,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_101,D01.5,10,Malignant neoplasm of the digestive organs,Neoplasms,Both,0,101
CA_101.6,D01.5,10,Malignant neoplasm of the liver and intrahepatic bile ducts,Neoplasms,Both,0,101.6
CA_130,D01.5,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_101,D01.7,10,Malignant neoplasm of the digestive organs,Neoplasms,Both,0,101
CA_130,D01.7,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_101,D01.9,10,Malignant neoplasm of the digestive organs,Neoplasms,Both,0,101
CA_130,D01.9,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_112,D02,10,Malignant neoplasm of other and ill-defined sites,Neoplasms,Both,0,112
CA_130,D02,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_100,D02.0,10,Malignant neoplasm of the head and neck,Neoplasms,Both,0,100
CA_100.6,D02.0,10,Malignant neoplasm of the larynx,Neoplasms,Both,0,100.6
CA_130,D02.0,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_102,D02.1,10,Malignant neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,102
CA_102.3,D02.1,10,Malignant neoplasm of the trachea,Neoplasms,Both,0,102.3
CA_130,D02.1,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_102,D02.2,10,Malignant neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,102
CA_102.1,D02.2,10,Malignant neoplasm of the of bronchus and lung,Neoplasms,Both,0,102.1
CA_130,D02.2,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_102,D02.3,10,Malignant neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,102
CA_130,D02.3,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_102,D02.4,10,Malignant neoplasm of the thoracic and respiratory organs,Neoplasms,Both,0,102
CA_130,D02.4,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_103,D03,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.1,D03,10,Melanomas of skin,Neoplasms,Both,0,103.1
CA_130,D03,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_103,D03.0,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.1,D03.0,10,Melanomas of skin,Neoplasms,Both,0,103.1
CA_130,D03.0,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_103,D03.1,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.1,D03.1,10,Melanomas of skin,Neoplasms,Both,0,103.1
CA_130,D03.1,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_103,D03.2,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.1,D03.2,10,Melanomas of skin,Neoplasms,Both,0,103.1
CA_130,D03.2,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_103,D03.3,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.1,D03.3,10,Melanomas of skin,Neoplasms,Both,0,103.1
CA_130,D03.3,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_103,D03.4,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.1,D03.4,10,Melanomas of skin,Neoplasms,Both,0,103.1
CA_130,D03.4,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_103,D03.5,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.1,D03.5,10,Melanomas of skin,Neoplasms,Both,0,103.1
CA_130,D03.5,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_103,D03.6,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.1,D03.6,10,Melanomas of skin,Neoplasms,Both,0,103.1
CA_130,D03.6,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_103,D03.7,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.1,D03.7,10,Melanomas of skin,Neoplasms,Both,0,103.1
CA_130,D03.7,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_103,D03.8,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.1,D03.8,10,Melanomas of skin,Neoplasms,Both,0,103.1
CA_130,D03.8,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_103,D03.9,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.1,D03.9,10,Melanomas of skin,Neoplasms,Both,0,103.1
CA_130,D03.9,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_103,D04,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.3,D04,10,Carcinoma in situ of skin,Neoplasms,Both,0,103.3
CA_103,D04.0,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.3,D04.0,10,Carcinoma in situ of skin,Neoplasms,Both,0,103.3
CA_103,D04.1,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.3,D04.1,10,Carcinoma in situ of skin,Neoplasms,Both,0,103.3
CA_103,D04.2,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.3,D04.2,10,Carcinoma in situ of skin,Neoplasms,Both,0,103.3
CA_103,D04.3,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.3,D04.3,10,Carcinoma in situ of skin,Neoplasms,Both,0,103.3
CA_103,D04.4,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.3,D04.4,10,Carcinoma in situ of skin,Neoplasms,Both,0,103.3
CA_103,D04.5,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.3,D04.5,10,Carcinoma in situ of skin,Neoplasms,Both,0,103.3
CA_103,D04.6,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.3,D04.6,10,Carcinoma in situ of skin,Neoplasms,Both,0,103.3
CA_103,D04.7,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.3,D04.7,10,Carcinoma in situ of skin,Neoplasms,Both,0,103.3
CA_103,D04.8,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.3,D04.8,10,Carcinoma in situ of skin,Neoplasms,Both,0,103.3
CA_103,D04.9,10,Malignant neoplasm of the skin,Neoplasms,Both,0,103
CA_103.3,D04.9,10,Carcinoma in situ of skin,Neoplasms,Both,0,103.3
CA_105,D05,10,Malignant neoplasm of the breast,Neoplasms,Both,0,105
CA_130,D05,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_105,D05.0,10,Malignant neoplasm of the breast,Neoplasms,Both,0,105
CA_130,D05.0,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_105,D05.1,10,Malignant neoplasm of the breast,Neoplasms,Both,0,105
CA_130,D05.1,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_105,D05.7,10,Malignant neoplasm of the breast,Neoplasms,Both,0,105
CA_130,D05.7,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_105,D05.9,10,Malignant neoplasm of the breast,Neoplasms,Both,0,105
CA_130,D05.9,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_106,D06,10,Gynecological malignant neoplasms,Neoplasms,Female,0,106
CA_106.1,D06,10,Malignant neoplasm of external female genital organs and cervix,Neoplasms,Female,0,106.1
CA_106.13,D06,10,Malignant neoplasm of the cervix,Neoplasms,Female,0,106.13
CA_130,D06,10,"Cancer (solid tumor, excluding BCC)",Neoplasms,Both,0,130
CA_106,D06.0,10,Gynecological malignant neoplasms,Neoplasms,Female,0,106
CA_106.1,D06.0,10,Malignant neoplasm of external female genital organs and cervix,Neoplasms,Female,0,106.1
CA_106.13,D06.0,10,Malignant neoplasm of the cervix,Neoplasms,Female,0,106.13
